train_loss,train_acc,val_loss,val_acc,val_macro_f1,val_macro_precision,val_macro_recall,val_weighted_f1,lr
2.785760251647065,49.225840896956754,1.944155469754847,73.78048780487805,0.39163309267169444,0.43099272126725124,0.47557485978694064,0.7735894334163116,0.0001
1.092705816778345,61.07848371596369,1.1100551907609149,85.91463414634146,0.618327838238791,0.6438033340583558,0.6438918719057956,0.8673475461308277,0.0001
0.41343395407990347,75.36038441003737,1.0002963979069779,86.28048780487805,0.6801357873817517,0.688067923788703,0.7170809642824499,0.8693322933698124,0.0001
0.25193212873084114,83.42231713828083,0.9765368915185696,77.01219512195122,0.6536984011044586,0.6685242438773052,0.7062082977788223,0.7537987703570913,0.0001
0.18810661815731397,87.7469300587293,1.0362125661314987,76.09756097560975,0.6373123368402384,0.6613197683795563,0.697951738368558,0.7421397395300643,0.0001
0.17590915281236078,90.33635878270155,1.0582072839504335,76.70731707317073,0.60721999844988,0.6303298344511509,0.6833877197862351,0.7608553438067058,0.0001
0.15891862027764767,92.12493326214629,0.908542497855861,77.98780487804878,0.6233148030779353,0.6457577325532027,0.6797596440673725,0.7852331223413654,0.0001
0.14356973486441824,93.69994660971703,0.930401651161473,80.48780487804879,0.6304425451918948,0.6444180787939168,0.689451865014961,0.8131337842739075,0.0001
0.10973278123207164,94.79444741057128,0.9981438883920996,76.70731707317073,0.6412379851971529,0.6476012993476917,0.7096023558789516,0.7664459928745958,0.0001
0.07701783809856623,96.18259476775228,1.1647951550600006,73.17073170731707,0.6310716580632058,0.6543319550824896,0.6941549074918912,0.7165163703527533,0.0001
0.04630363520356149,97.19701014415377,1.2592033360062576,71.82926829268293,0.5745040677404661,0.5899377832388512,0.6702642944132305,0.6823201399986206,0.0001
0.02828683593850911,97.73091297383876,1.0296953259444819,78.04878048780488,0.6243599869996237,0.6274550817779747,0.6931573204179587,0.7754349792549639,0.0001
0.02672977048507904,97.81099839829152,1.1008584973288746,76.64634146341463,0.634719020953531,0.6398279863930175,0.7058789516236326,0.7597175231728981,0.0001
0.018345363657410393,98.34490122797651,1.096180405267855,76.70731707317073,0.6116321702219157,0.6251532805929401,0.6856898263281241,0.7646811791314315,0.0001
0.01388473476611925,98.34490122797651,1.1290854890172075,77.6219512195122,0.606397537768907,0.6119650141293332,0.6903145308198498,0.7713136303327697,0.0001
0.015048876794595102,97.75760811532301,1.6079759993204257,71.76829268292683,0.6298692372242048,0.6433312709941562,0.7020816702997554,0.6897566342260655,0.0001
0.013703989007227317,98.37159636946076,1.2213353505948694,73.96341463414635,0.6347785161415488,0.6429901458945636,0.7052955694304255,0.7191896463958618,0.0001
0.01668872092455204,98.31820608649225,1.527859055995941,72.1951219512195,0.6189091177401315,0.641144374748906,0.6840512757971003,0.6914703432418927,0.0001
0.01148952954253346,98.58515750133475,1.3750277728569218,73.41463414634146,0.6259902619100944,0.6376983432737922,0.7002478303808091,0.7124939334733139,0.0001
0.02808334968001589,98.66524292578751,1.3179636440626006,76.15853658536585,0.6199928532448151,0.6190662503664365,0.7052714710427477,0.755347798226789,0.0001
